State,District,Date,Year,Month,Avg_rainfall,Agency_name
Kerala,Kannur,2022-03-14,2022,03,0.0,IMD GRID MODEL
Kerala,Kannur,2022-03-15,2022,03,0.0,IMD GRID MODEL
Kerala,Kannur,2022-03-17,2022,03,0.0,IMD GRID MODEL
Kerala,Kannur,2022-03-18,2022,03,0.0,IMD GRID MODEL
Kerala,Kannur,2022-03-19,2022,03,3.593334385,IMD GRID MODEL
Kerala,Kannur,2022-03-31,2022,03,2.620717608,IMD GRID MODEL
Kerala,Kannur,2022-04-02,2022,04,9.031984237,IMD GRID MODEL
Kerala,Kannur,2022-04-04,2022,04,0.034600078,IMD GRID MODEL
Kerala,Kannur,2022-04-05,2022,04,0.0,IMD GRID MODEL
Kerala,Kannur,2022-04-07,2022,04,3.727122335,IMD GRID MODEL
Kerala,Kannur,2022-04-15,2022,04,28.4389503,IMD GRID MODEL
Kerala,Kannur,2022-04-18,2022,04,0.747099059,IMD GRID MODEL
Kerala,Kannur,2022-04-21,2022,04,0.0,IMD GRID MODEL
Kerala,Kannur,2022-05-01,2022,05,8.705918537,IMD GRID MODEL
Kerala,Kannur,2022-05-02,2022,05,7.700254119,IMD GRID MODEL
Kerala,Kannur,2022-05-03,2022,05,7.734871023,IMD GRID MODEL
Kerala,Kannur,2022-05-08,2022,05,1.415875891,IMD GRID MODEL
Kerala,Kannur,2022-05-11,2022,05,8.79553482,IMD GRID MODEL
Kerala,Kannur,2022-05-12,2022,05,4.093248348,IMD GRID MODEL
Kerala,Kannur,2022-05-17,2022,05,34.27099498,IMD GRID MODEL
Kerala,Kannur,2022-05-19,2022,05,43.03218473,IMD GRID MODEL
Kerala,Kannur,2022-05-21,2022,05,16.4077752,IMD GRID MODEL
Kerala,Kannur,2022-05-31,2022,05,29.93252328,IMD GRID MODEL
Kerala,Kannur,2022-06-05,2022,06,0.192470511,IMD GRID MODEL
Kerala,Kannur,2022-06-11,2022,06,0.750154741,IMD GRID MODEL
Kerala,Kannur,2022-06-21,2022,06,14.76269417,IMD GRID MODEL
Kerala,Kannur,2022-06-28,2022,06,12.67865195,IMD GRID MODEL
Kerala,Kannur,2022-06-30,2022,06,33.18005889,IMD GRID MODEL
Kerala,Kannur,2022-07-04,2022,07,47.81465556,IMD GRID MODEL
Kerala,Kannur,2022-07-06,2022,07,61.00530607,IMD GRID MODEL
Kerala,Kannur,2022-07-10,2022,07,70.18883732,IMD GRID MODEL
Kerala,Kannur,2022-07-13,2022,07,33.4245988,IMD GRID MODEL
Kerala,Kannur,2022-07-17,2022,07,49.51810848,IMD GRID MODEL
Kerala,Kannur,2022-07-30,2022,07,9.480510861,IMD GRID MODEL
Kerala,Kannur,2022-08-17,2022,08,0.0,IMD GRID MODEL
Kerala,Kannur,2022-08-20,2022,08,1.195583389,IMD GRID MODEL
Kerala,Kannur,2022-09-03,2022,09,1.203423061,IMD GRID MODEL
Kerala,Kannur,2022-09-06,2022,09,11.20206122,IMD GRID MODEL
Kerala,Kannur,2022-09-10,2022,09,13.50867463,IMD GRID MODEL
Kerala,Kannur,2022-09-16,2022,09,5.26441441,IMD GRID MODEL
Kerala,Kannur,2022-09-25,2022,09,0.87405275,IMD GRID MODEL
Kerala,Kannur,2022-10-05,2022,10,0.75143951,IMD GRID MODEL
